date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2010-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.81,0.3178
2010-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.98,0.6992
2010-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.44,0.6044
2010-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.28,0.7524
2010-08-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,9.82,1.7263
2010-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,33.42,5.8725
2010-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,8.76,1.5389
2010-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,5.76,1.0124
2010-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.26,1.9777
2010-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.2,0.3871
2010-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.99,0.3498
2010-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.92,0.6898
2010-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.07,0.7159
2010-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.38,0.7704
2010-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,9.86,1.7357
2010-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,34.11,6.0071
2010-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,8.8,1.5505
2010-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,5.95,1.0475
2010-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.91,2.0979
2010-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.56,0.6274
2010-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.96,0.3457
2010-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.94,0.6963
2010-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.09,0.7223
2010-10-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.25,9.7674
2010-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.63,0.8188
2010-10-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,9.98,1.7633
2010-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,8.88,1.5702
2010-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,6.28,1.1101
2010-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.01,2.2999
2010-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.97,0.3453
2010-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.84,0.6724
2010-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.02,0.7037
2010-11-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,57.02,9.9757
2010-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.82,0.8439
2010-11-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,9.99,1.7479
2010-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,35.0,6.1233
2010-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,9.08,1.5888
2010-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,6.62,1.1577
2010-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.1,2.2919
2010-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,5.03,0.8726
2010-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.53,0.2653
2010-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.9,0.6755
2010-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.95,0.6851
2010-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,13.05,2.2638
2010-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.19,1.0728
2010-12-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,10.22,1.7732
2010-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,9.6,1.6651
2010-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,6.9,1.1961
2010-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,12.94,2.2435
2010-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.65,0.4587
2010-12-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.65,0.4591
2011-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.42,0.2448
2011-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.97,0.6833
2011-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.02,0.692
2011-01-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.9,9.6123
2011-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,13.27,2.2813
2011-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.14,1.0556
2011-01-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,10.5,1.8056
2011-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,35.6,6.1209
2011-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,9.89,1.7014
2011-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,7.49,1.2884
2011-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.4,2.305
2011-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.4,0.2397
2011-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.09,0.7009
2011-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.16,0.7128
2011-02-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,53.36,9.144
2011-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,12.97,2.2222
2011-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.72,0.9799
2011-02-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,10.84,1.8578
2011-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,36.5,6.2558
2011-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,10.05,1.7222
2011-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,7.72,1.3228
2011-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.18,2.2591
2011-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.47,0.4176
2011-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.63,0.6138
2011-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.64,0.6155
2011-03-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,53.32,9.0157
2011-03-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,13.12,2.2179
2011-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.99,0.8437
2011-03-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.12,1.8803
2011-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,36.49,6.17
2011-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,10.52,1.7788
2011-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.09,1.3679
2011-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,6.6,1.116
2011-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.7,0.4542
2011-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.76,0.6325
2011-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.7,0.6224
2011-04-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,53.3,8.9663
2011-04-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,13.05,2.1953
2011-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.04,0.8478
2011-04-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.9,2.0019
2011-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,36.62,6.1603
2011-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.17,1.879
2011-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,7.91,1.3306
2011-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,3.28,0.5518
2011-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.4,0.4053
2011-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.2,0.7074
2011-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.76,0.6331
2011-05-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,54.64,9.2094
2011-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,13.22,2.2275
2011-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.06,0.8526
2011-05-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.16,2.05
2011-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,37.21,6.2713
2011-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.49,1.9364
2011-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.02,1.3521
2011-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.54,1.7759
2011-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,3.85,0.6489
2011-05-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.35,0.3967
2011-05-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,1.89,0.3177
2011-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.09,0.3513
2011-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.39,0.7393
2011-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.75,0.632
2011-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,12.89,2.1704
2011-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.98,0.8386
2011-06-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.14,2.0454
2011-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,37.4,6.2984
2011-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.6,1.9542
2011-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.62,1.4515
2011-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.73,1.8067
2011-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,5.83,0.9818
2011-06-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,1.68,0.2829
2011-06-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,1.62,0.2726
2011-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.37,0.3992
2011-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.78,0.8042
2011-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.81,0.6402
2011-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.02,0.8449
2011-07-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.16,2.0447
2011-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,38.0,6.3915
2011-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.59,1.9491
2011-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.7,1.4634
2011-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,7.54,1.2688
2011-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.07,0.3479
2011-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.85,0.4889
2011-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.32,0.9107
2011-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.4,0.7534
2011-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.45,0.9324
2011-08-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.27,2.1008
2011-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,39.33,6.7348
2011-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.58,1.9833
2011-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.6,1.4723
2011-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.58,1.4694
2011-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.19,0.3746
2011-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.3,0.557
2011-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.5,0.9284
2011-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.6,0.7765
2011-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.1,1.0297
2011-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.2,2.0593
2011-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,40.9,6.9039
2011-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.5,1.9412
2011-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.4,1.4179
2011-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.4,1.5867
2011-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.0,0.5064
2011-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.4,0.571
2011-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.0,0.8397
2011-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.4,0.739
2011-10-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,59.2,9.9425
2011-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.2,1.0413
2011-10-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.3,2.0658
2011-10-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,41.2,6.9194
2011-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.6,1.9482
2011-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.1,1.3604
2011-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.0,1.6795
2011-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.0,1.5115
2011-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.2,0.537
2011-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.7,0.7887
2011-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.4,0.7383
2011-11-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,59.9,10.0515
2011-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.3,1.0572
2011-11-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.3,2.064
2011-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,41.6,6.9807
2011-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.7,1.9633
2011-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.1,1.3592
2011-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,9.9,1.6613
2011-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.7,1.6277
2011-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.8,0.8006
2011-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.8,0.467
2011-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.0,0.834
2011-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.3,0.7172
2011-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,13.3,2.2184
2011-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.1,1.0174
2011-12-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.3,2.0516
2011-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.2,1.3677
2011-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.0,1.3344
2011-12-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.8,0.467
2011-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.8,0.467
2012-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.3,0.3822
2012-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.3,0.7146
2012-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.7,0.781
2012-01-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,61.1,10.1536
2012-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,13.3,2.2102
2012-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.9,0.8143
2012-01-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.8,1.9609
2012-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.1,6.9962
2012-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.5,1.7449
2012-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.0,1.3294
2012-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.0,0.3328
2012-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.5,0.7488
2012-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.7488
2012-02-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,58.3,9.7008
2012-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,15.6,2.5958
2012-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.0,0.9984
2012-02-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.1,2.0134
2012-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.4,7.0551
2012-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.2,1.6972
2012-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,6.9,1.1481
2012-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.9,0.3159
2012-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.9,0.8148
2012-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.7483
2012-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.0,0.9977
2012-03-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,14.1,2.3446
2012-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.3,7.0338
2012-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,14.1,2.3446
2012-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.0,1.8291
2012-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.7,1.4467
2012-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.5,0.4157
2012-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.0,0.3317
2012-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.0,0.8292
2012-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.49,0.7446
2012-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.0,0.995
2012-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,41.8,6.932
2012-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,14.18,2.3507
2012-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.69,1.7728
2012-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,3.32,0.5506
2012-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.93,0.3213
2012-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.31,0.7175
2012-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.18,0.6958
2012-05-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,53.75,8.9474
2012-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.4,0.8989
2012-05-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.18,2.0275
2012-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,43.25,7.1996
2012-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.6,2.2639
2012-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,7.9,1.3151
2012-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,2.5,0.4162
2012-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.95,0.3233
2012-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.38,0.7254
2012-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.65,0.771
2012-06-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.25,9.1608
2012-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.18,1.0247
2012-06-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.56,2.0825
2012-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,33.0,5.4716
2012-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.1,2.1721
2012-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.12,1.8446
2012-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.35,1.7161
2012-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,3.75,0.6218
2012-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.2,0.6941
2012-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.0,0.3305
2012-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.3,0.7107
2012-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.43,0.733
2012-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.9,3.2889
2012-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.67,0.9371
2012-07-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.1,1.9998
2012-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,36.2,5.9828
2012-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.1,1.9998
2012-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.47,1.7312
2012-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,5.3,0.8759
2012-07-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,1.85,0.3057
2012-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,1.79,0.2958
2012-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.3,0.7111
2012-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.71,0.4481
2012-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.43,0.7326
2012-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.28,0.7069
